id,timestamp,event_type,severity,source,description,event_id,threat_score
51,2025-12-11T03:08:10.336721,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
50,2025-12-11T03:08:10.334207,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
49,2025-12-11T03:08:10.331167,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
48,2025-12-11T03:08:10.325162,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
47,2025-12-11T03:08:10.314080,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,60
46,2025-12-11T03:08:05.345866,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
45,2025-12-11T03:08:05.342346,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
44,2025-12-11T03:08:05.336821,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
43,2025-12-11T03:08:05.332325,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
42,2025-12-11T03:08:05.327319,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
41,2025-12-11T03:08:05.321321,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
40,2025-12-11T03:08:05.310936,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,60
39,2025-12-11T03:08:00.329228,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
38,2025-12-11T03:08:00.327231,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
37,2025-12-11T03:08:00.324229,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
36,2025-12-11T03:08:00.321228,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
35,2025-12-11T03:08:00.319229,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
34,2025-12-11T03:08:00.316197,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,40
33,2025-12-11T03:08:00.308661,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,60
32,2025-12-11T03:07:55.531435,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
